EVENTDATE,COUNTRY,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT1,FIGHTER2RECENT2,FIGHTER2RECENT3,FIGHTER2RECENT4,FIGHTER2NUMUFCFIGHTS,FIGHTER2RECENTBONUSES,FIGHTER2WINRECORD,FIGHTER2LOSSRECORD,FIGHTER2LAYOFFTIME,FIGHTER1OUTCOMEFORFIGHT,FIGHTER1WIN
5/05/2012, USA,3,Rousimar Palhares,Rousimar Palhares,Orthodox,1980, Brazil,172,170,180,1.75,0.51,2.04,0.59,3.93,0.45,0,4.1,0,15,0.67,0.07,0.26,0.71,0.1,0.19,SUBWIN,U-DECWIN,SUBWIN,KO/TKOLOSS,14,0,18,6,4,Alan Belcher,Alan Belcher,Orthodox,1984,United States,187,185,190,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,0.33,9.11,0.68,0.16,0.17,0.57,0.16,0.27,KO/TKOWIN,SUBWIN,KO/TKOWIN,S-DECLOSS,12,0,17,6,8,KO/TKOLOSS,WINNER-FIGHTER2
15/05/2012, USA,3,Jason MacDonald,Jason MacDonald,Orthodox,1975, Canada,190,185,203,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2,0,5.59,0.18,0.47,0.35,0.38,0.15,0.46,KO/TKOLOSS,SUBWIN,KO/TKOLOSS,KO/TKOLOSS,13,0,25,15,8,Tom Lawlor,Tom Lawlor,Southpaw,1983, United States,182,205,187,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,0.46,8.52,0.49,0.32,0.19,0.85,0.07,0.08,SUBLOSS,U-DECWIN,SUBLOSS,S-DECLOSS,6,0,7,4,6,KO/TKOLOSS,WINNER-FIGHTER2
15/05/2012, USA,3,Brad Tavares,Brad Tavares,Orthodox,1987,United States,185,185,187,3,0.4,2.76,0.55,1.03,0.27,0.77,0,0.19,12.57,0.79,0.16,0.05,0.6,0.17,0.23,U-DECLOSS,KO/TKOWIN,U-DECWIN,NA,3,0,7,2,10,Dongi Yang,Dongi Yang,Southpaw,1984,South Korea,180,185,185,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,0.49,12.19,0.66,0.05,0.29,0.72,0.14,0.14,U-DECLOSS,KO/TKOWIN,S-DECLOSS,NA,3,0,12,2,8,U-DECWIN,WINNER-FIGHTER1
15/05/2012, USA,3,Kamal Shalorus,Kamal Shalorus,Orthodox,1972, Iran,172,155,172,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0,0.62,10.21,0.77,0.05,0.18,0.56,0.2,0.24,SUBLOSS,KO/TKOLOSS,S-DECWIN,S-DECLOSS,6,0,9,4,4,Rafael Dos Anjos,Rafael Dos Anjos,Southpaw,1984,Brazil,172,155,177,3.47,0.45,3.18,0.62,1.82,0.39,0.58,0.6,0.19,13.54,0.68,0.18,0.14,0.56,0.23,0.21,S-DECLOSS,KO/TKOWIN,SUBLOSS,SUBWIN,8,0,15,6,6,SUBLOSS,WINNER-FIGHTER2
15/05/2012, USA,3,Jeff Hougland,Jeff Hougland,Orthodox,1978, United States,170,135,172,1.86,0.48,3.46,0.47,0.86,0.18,0,1.1,0,15,0.81,0.09,0.09,0.44,0.23,0.33,U-DECWIN,KO/TKOLOSS,NA,NA,2,0,10,4,10,Yves Jabouin,Yves Jabouin,Orthodox,1979, Haiti,170,135,172,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,0.22,10.44,0.83,0.06,0.11,0.5,0.29,0.21,S-DECWIN,S-DECWIN,SUBLOSS,U-DECWIN,6,1,17,7,5,U-DECLOSS,WINNER-FIGHTER2
15/05/2012, USA,3,Igor Pokrajac,Igor Pokrajac,Orthodox,1979, Croatia,182,205,187,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,0.5,9.19,0.56,0.3,0.14,0.84,0.09,0.07,KO/TKOWIN,KO/TKOWIN,U-DECLOSS,SUBWIN,6,0,27,7,5,Fabio Maldonado,Fabio Maldonado,Orthodox,1980, Brazil,185,205,190,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,0.11,12.19,0.67,0.26,0.07,0.64,0.36,0.01,U-DECLOSS,KO/TKOWIN,NA,NA,2,1,19,6,11,U-DECWIN,WINNER-FIGHTER1
15/05/2012, USA,3,TJ Grant,TJ Grant,Orthodox,1984, Canada,177,155,182,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,0.58,11.44,0.62,0.28,0.11,0.58,0.3,0.11,SUBWIN,U-DECLOSS,U-DECWIN,M-DECLOSS,7,0,17,5,7,Carlo Prater,Carlo Prater,Switch,1981,71,180,155,182,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,0,6.59,0.42,0.55,0.03,0.23,0.45,0.32,DQWIN,SUBWIN,KO/TKOLOSS,SUBLOSS,4,0,31,16,4,U-DECWIN,WINNER-FIGHTER1
15/05/2012, USA,5,Chan Sung Jung,Chan Sung Jung,Orthodox,1987, South Korea,170,145,182,4.58,0.41,3.73,0.6,0.78,0.41,0.77,0.6,0.64,10.21,0.76,0.12,0.11,0.79,0.12,0.09,KO/TKOWIN,SUBWIN,KO/TKOLOSS,S-DECLOSS,4,0,12,3,5,Dustin Poirier,Dustin Poirier,Southpaw,1989, United States,175,155,182,5.57,0.5,4.18,0.54,1.46,0.35,0.6,1.3,0.8,8.55,0.72,0.18,0.1,0.78,0.1,0.12,SUBWIN,SUBWIN,U-DECWIN,U-DECWIN,6,0,12,0,3,SUBWIN,WINNER-FIGHTER1
15/05/2012, USA,3,Jeremy Stephens,Jeremy Stephens,Orthodox,1986, United States,173,145,180,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0.7,11.46,0.73,0.1,0.17,0.59,0.17,0.23,S-DECLOSS,U-DECWIN,KO/TKOWIN,S-DECLOSS,13,0,20,6,7,Donald Cerrone,Donald Cerrone,Orthodox,1983, United States,185,170,185,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,0.86,9.44,0.83,0.09,0.08,0.51,0.24,0.25,U-DECLOSS,SUBWIN,KO/TKOWIN,U-DECWIN,15,3,17,3,5,U-DECLOSS,WINNER-FIGHTER2
26/05/2012, USA,3,Dave Herman,Dave Herman,Orthodox,1984, United States,193,242,195,4.98,0.6,3.78,0.48,1.49,1,0.58,0,0.54,5.34,0.76,0.11,0.13,0.42,0.27,0.31,KO/TKOLOSS,KO/TKOWIN,KO/TKOWIN,NA,3,1,22,3,3,Roy Nelson,Roy Nelson,Orthodox,1976, United States,182,263,185,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.67,10.4,0.72,0.19,0.09,0.78,0.12,0.1,U-DECLOSS,KO/TKOWIN,U-DECLOSS,U-DECLOSS,8,1,16,7,3,KO/TKOLOSS,WINNER-FIGHTER2
26/05/2012, USA,3,Antonio Silva,Antonio Silva,Orthodox,1979, Brazil,193,264,208,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,0.89,6.07,0.68,0.22,0.1,0.56,0.2,0.25,KO/TKOLOSS,KO/TKOWIN,KO/TKOWIN,U-DECWIN,9,0,16,4,8,Cain Velasquez,Cain Velasquez,Orthodox,1982, United States,186,243,195,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,1.35,7.24,0.36,0.27,0.37,0.75,0.11,0.14,KO/TKOLOSS,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,10,0,9,1,6,KO/TKOLOSS,WINNER-FIGHTER2
26/05/2012, USA,3,Kyle Kingsbury,Kyle Kingsbury,Orthodox,1982, United States,193,205,200,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0,0.15,11.22,0.68,0.27,0.05,0.45,0.22,0.33,U-DECLOSS,U-DECWIN,KO/TKOWIN,U-DECWIN,6,2,11,3,6,Glover Teixeira,Glover Teixeira,Orthodox,1979, Brazil,187,205,193,3.74,0.47,3.87,0.55,1.87,0.38,0.6,0.9,0.45,9.06,0.5,0.11,0.39,0.86,0.12,0.02,KO/TKOWIN,SUBWIN,KO/TKOWIN,KO/TKOLOSS,4,0,17,2,67,SUBLOSS,WINNER-FIGHTER2
26/05/2012, USA,3,Dan Hardy,Dan Hardy,Orthodox,1982, United Kingdom,182,170,187,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,0.36,12.22,0.66,0.23,0.12,0.63,0.17,0.2,SUBLOSS,U-DECLOSS,KO/TKOLOSS,U-DECLOSS,8,1,23,10,9,Duane Ludwig,Duane Ludwig,Orthodox,1978, United States,177,170,177,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,0.26,6.25,0.68,0.26,0.06,0.6,0.32,0.08,SUBLOSS,U-DECWIN,S-DECWIN,KO/TKOLOSS,15,0,21,12,4,KO/TKOWIN,WINNER-FIGHTER1
26/05/2012, USA,3,Mike Brown,Mike Brown,Orthodox,1975, United States,167,145,177,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,0.25,8.37,0.31,0.35,0.33,0.62,0.16,0.22,U-DECWIN,U-DECLOSS,S-DECLOSS,KO/TKOWIN,12,0,25,8,9,Daniel Pineda,Daniel Pineda,Orthodox,1985, United States,170,145,175,3.45,0.49,2.28,0.48,1.47,0.27,0.45,1.7,0.29,7.21,0.59,0.08,0.32,0.71,0.18,0.12,SUBWIN,SUBWIN,NA,NA,2,0,25,9,2,U-DECWIN,WINNER-FIGHTER1
26/05/2012, USA,5,Frank Mir,Frank Mir,Southpaw,1979, United States,190,264,200,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,0.77,5.46,0.42,0.33,0.24,0.54,0.3,0.16,SUBWIN,U-DECWIN,KO/TKOWIN,KO/TKOLOSS,19,0,16,5,5,Junior Dos Santos,Junior Dos Santos,Orthodox,1984, Brazil,193,236,195,4.59,0.48,3.19,0.57,0.31,0.55,0.81,0.1,0.91,10.59,0.84,0.09,0.07,0.62,0.34,0.04,KO/TKOWIN,U-DECWIN,U-DECWIN,KO/TKOWIN,8,0,14,1,6,KO/TKOLOSS,WINNER-FIGHTER2
26/05/2012, USA,3,Jacob Volkmann,Jacob Volkmann,Southpaw,1980, United States,175,155,180,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2,0,11.18,0.33,0.08,0.59,0.73,0.15,0.12,U-DECWIN,U-DECWIN,S-DECWIN,U-DECWIN,7,0,18,5,5,Paul Sass,Paul Sass,Orthodox,1988,72,182,155,185,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,0,5.41,0.6,0,0.4,0.67,0.27,0.07,SUBWIN,SUBWIN,NA,NA,2,0,13,0,7,SUBLOSS,WINNER-FIGHTER2
26/05/2012, USA,3,Jamie Varner,Jamie Varner,Orthodox,1984, United States,172,155,180,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,0.64,9.36,0.63,0.14,0.22,0.75,0.19,0.06,SUBLOSS,U-DECLOSS,S-DECLOSS,SUBLOSS,10,1,19,6,17,Edson Barboza,Edson Barboza,Orthodox,1986, Brazil,180,155,190,4.08,0.43,4.22,0.59,0.46,0.44,0.8,0.1,0.65,10.58,0.94,0.03,0.03,0.43,0.29,0.28,KO/TKOWIN,S-DECWIN,U-DECWIN,KO/TKOWIN,4,3,10,0,4,KO/TKOWIN,WINNER-FIGHTER1
26/05/2012, USA,3,Lavar Johnson,Lavar Johnson,Orthodox,1977, United States,193,240,208,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,1.19,6.17,0.4,0.47,0.13,0.7,0.19,0.1,KO/TKOWIN,KO/TKOWIN,SUBLOSS,SUBLOSS,7,0,18,8,0,Stefan Struve,Stefan Struve,Orthodox,1988, Netherlands,213,265,213,3.13,0.47,4,0.46,0.58,0.5,0.55,1.7,0.26,7.51,0.83,0.05,0.12,0.55,0.21,0.24,KO/TKOWIN,SUBWIN,KO/TKOLOSS,KO/TKOWIN,10,0,27,5,3,SUBLOSS,WINNER-FIGHTER2
1/06/2012, USA,5,Martin Kampmann,Martin Kampmann,Orthodox,1982, Denmark,182,170,182,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2,0.49,9.02,0.61,0.22,0.17,0.79,0.18,0.03,SUBWIN,S-DECWIN,U-DECLOSS,S-DECLOSS,15,1,19,5,3,Jake Ellenberger,Jake Ellenberger,Orthodox,1985, United States,175,170,180,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,0.98,8.03,0.62,0.2,0.18,0.74,0.17,0.09,U-DECWIN,KO/TKOWIN,KO/TKOWIN,S-DECWIN,7,1,27,5,4,KO/TKOWIN,WINNER-FIGHTER1
1/06/2012, USA,3,Jonathan Brookins,Jonathan Brookins,Southpaw,1985, United States,182,145,187,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,0,9.02,0.49,0.29,0.22,0.79,0.17,0.03,KO/TKOWIN,U-DECLOSS,U-DECWIN,KO/TKOLOSS,4,0,16,8,4,Charles Oliveira,Charles Oliveira,Orthodox,1989, Brazil,177,145,187,3.27,0.51,3.08,0.54,2.61,0.42,0.57,2.8,0.28,6.42,0.58,0.23,0.19,0.55,0.28,0.17,SUBWIN,KO/TKOLOSS,OverturnedLOSS,SUBLOSS,6,1,15,2,5,SUBLOSS,WINNER-FIGHTER2
8/06/2012, USA,3,Carlos Eduardo Rocha,Carlos Eduardo Rocha,Orthodox,1981, Brazil,177,170,185,1.24,0.34,1.85,0.55,0,0,0.52,1.4,0,10.47,0.68,0.3,0.03,0.3,0.25,0.45,S-DECLOSS,SUBWIN,NA,NA,2,0,9,3,16,Mike Pierce,Mike Pierce,Orthodox,1980, United States,172,170,180,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,0.33,12.01,0.47,0.31,0.22,0.62,0.19,0.19,S-DECLOSS,S-DECWIN,S-DECLOSS,KO/TKOWIN,9,0,13,5,4,U-DECLOSS,WINNER-FIGHTER2
8/06/2012, USA,3,Erick Silva,Erick Silva,Orthodox,1984, Brazil,182,170,187,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,0.42,7.04,0.64,0.12,0.23,0.55,0.29,0.16,DQLOSS,KO/TKOWIN,NA,NA,2,0,13,2,5,Charlie Brenneman,Charlie Brenneman,Orthodox,1981, United States,177,155,177,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0,0,7.44,0.24,0.14,0.62,0.4,0.4,0.2,U-DECWIN,KO/TKOLOSS,U-DECWIN,U-DECWIN,6,0,19,3,5,SUBWIN,WINNER-FIGHTER1
8/06/2012, USA,3,Mike Pyle,Mike Pyle,Orthodox,1975, United States,182,170,187,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,0.39,7.25,0.58,0.2,0.22,0.67,0.17,0.16,KO/TKOWIN,KO/TKOLOSS,U-DECWIN,U-DECWIN,13,0,22,8,5,Josh Neer,Josh Neer,Orthodox,1983, United States,180,170,182,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,0.1,10,0.47,0.29,0.24,0.74,0.15,0.1,SUBWIN,KO/TKOWIN,U-DECLOSS,U-DECLOSS,12,0,36,13,5,KO/TKOWIN,WINNER-FIGHTER1
8/06/2012, USA,3,Jake Hecht,Jake Hecht,Orthodox,1984, United States,182,170,185,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0,0,7.22,0.35,0.26,0.39,0.63,0.32,0.06,SUBLOSS,KO/TKOWIN,NA,NA,2,0,11,3,3,Sean Pierson,Sean Pierson,Southpaw,1976, Canada,182,170,193,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,0.19,12.57,0.77,0.16,0.08,0.7,0.18,0.11,U-DECLOSS,KO/TKOLOSS,U-DECWIN,NA,3,0,11,6,6,U-DECLOSS,WINNER-FIGHTER2
8/06/2012, USA,5,Demetrious Johnson,Demetrious Johnson,Orthodox,1986, United States,160,125,167,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,0.16,17.56,0.56,0.31,0.13,0.45,0.31,0.24,M-DECLOSS,U-DECLOSS,U-DECWIN,U-DECWIN,7,1,14,2,3,Ian McCall,Ian McCall,Orthodox,1984, United States,165,135,162,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0,0,13.39,0.64,0.2,0.16,0.46,0.3,0.24,M-DECLOSS,U-DECLOSS,SUBLOSS,KO/TKOWIN,4,1,11,2,3,U-DECWIN,WINNER-FIGHTER1
8/06/2012, USA,3,Scott Jorgensen,Scott Jorgensen,Orthodox,1982, United States,165,135,167,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,0.36,11.15,0.63,0.21,0.16,0.71,0.16,0.13,U-DECLOSS,U-DECWIN,KO/TKOWIN,U-DECLOSS,13,1,13,5,4,Eddie Wineland,Eddie Wineland,Orthodox,1984, United States,171,135,175,3.39,0.29,3.54,0.69,0.28,0.28,0.86,0.1,0.9,10.17,0.87,0.05,0.08,0.75,0.18,0.07,U-DECLOSS,U-DECLOSS,KO/TKOWIN,KO/TKOWIN,9,0,18,8,10,KO/TKOLOSS,WINNER-FIGHTER2
22/06/2012, USA,3,Dan Miller,Dan Miller,Orthodox,1981, United States,185,185,187,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,0.2,11.2,0.69,0.14,0.16,0.65,0.21,0.14,U-DECLOSS,U-DECLOSS,S-DECWIN,SUBWIN,12,0,13,6,10,Ricardo Funch,Ricardo Funch,Southpaw,1980, Brazil,177,170,187,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0,0,9.06,0.37,0.44,0.19,0.36,0.15,0.49,KO/TKOLOSS,SUBLOSS,U-DECLOSS,NA,3,0,9,5,5,SUBWIN,WINNER-FIGHTER1
22/06/2012, USA,3,Hatsu Hioki,Hatsu Hioki,Orthodox,1983, Japan,180,145,185,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,0,13.36,0.71,0.09,0.21,0.6,0.33,0.07,U-DECWIN,S-DECWIN,U-DECWIN,NA,3,0,28,5,4,Ricardo Lamas,Ricardo Lamas,Orthodox,1982, United States,172,145,180,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0.21,10.21,0.63,0.2,0.16,0.49,0.21,0.3,SUBWIN,KO/TKOWIN,KO/TKOLOSS,U-DECWIN,8,0,11,2,7,U-DECLOSS,WINNER-FIGHTER2
22/06/2012, USA,3,Cub Swanson,Cub Swanson,Orthodox,1983, United States,172,145,177,4.59,0.49,3.65,0.61,1.06,0.5,0.6,0.5,0.31,12.16,0.78,0.1,0.12,0.62,0.19,0.2,KO/TKOWIN,SUBLOSS,S-DECWIN,U-DECLOSS,10,1,16,5,5,Ross Pearson,Ross Pearson,Orthodox,1984, United Kingdom,172,155,175,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0,0.3,11.39,0.82,0.15,0.02,0.53,0.28,0.19,U-DECWIN,S-DECLOSS,U-DECWIN,SUBLOSS,7,1,13,4,6,KO/TKOWIN,WINNER-FIGHTER1
22/06/2012, USA,3,TJ Waldburger,TJ Waldburger,Orthodox,1988, United States,180,170,190,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,0.5,7.26,0.49,0.17,0.34,0.63,0.17,0.2,SUBWIN,SUBWIN,KO/TKOLOSS,U-DECWIN,4,0,15,6,3,Brian Ebersole,Brian Ebersole,Southpaw,1980, United States,182,170,185,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,0.15,12.26,0.59,0.17,0.24,0.59,0.17,0.24,S-DECWIN,KO/TKOWIN,U-DECWIN,U-DECWIN,4,1,49,15,6,U-DECLOSS,WINNER-FIGHTER2
22/06/2012, USA,3,Nick Catone,Nick Catone,Southpaw,1981, United States,182,185,182,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,0,11.37,0.42,0.24,0.34,0.64,0.18,0.18,U-DECWIN,S-DECWIN,S-DECLOSS,SUBLOSS,5,0,9,2,15,Chris Camozzi,Chris Camozzi,Orthodox,1986, United States,187,185,190,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,0.07,11.48,0.82,0.16,0.02,0.59,0.16,0.25,SUBWIN,U-DECLOSS,SUBLOSS,S-DECWIN,5,0,18,5,5,KO/TKOLOSS,WINNER-FIGHTER2
22/06/2012, USA,3,Spencer Fisher,Spencer Fisher,Southpaw,1976, United States,170,155,172,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0.22,11.49,0.63,0.27,0.1,0.48,0.32,0.2,KO/TKOLOSS,U-DECLOSS,U-DECWIN,U-DECLOSS,16,0,24,8,10,Sam Stout,Sam Stout,Orthodox,1984, Canada,175,155,177,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,0.19,11.55,0.86,0.09,0.05,0.48,0.29,0.24,U-DECLOSS,KO/TKOWIN,S-DECWIN,S-DECLOSS,12,0,17,7,5,U-DECLOSS,WINNER-FIGHTER2
23/06/2012, Brazil,3,Fabricio Werdum,Fabricio Werdum,Orthodox,1977, Brazil,193,231,195,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,0.31,11.14,0.76,0.13,0.12,0.64,0.19,0.17,U-DECWIN,U-DECLOSS,SUBWIN,U-DECWIN,19,1,15,5,4,Mike Russow,Mike Russow,Orthodox,1976, United States,185,255,185,1.55,0.47,2.9,0.59,4.66,0.43,0,0.7,0,15,0.58,0.13,0.29,0.89,0.11,0,U-DECWIN,KO/TKOWIN,KO/TKOWIN,U-DECWIN,6,0,15,1,5,KO/TKOWIN,WINNER-FIGHTER1
23/06/2012, Brazil,5,Rich Franklin,Rich Franklin,Southpaw,1974, United States,185,185,193,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,0.74,10.07,0.7,0.18,0.13,0.65,0.23,0.12,U-DECLOSS,KO/TKOWIN,KO/TKOLOSS,U-DECWIN,27,0,28,6,16,Wanderlei Silva,Wanderlei Silva,Orthodox,1976, Brazil,180,205,187,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,1.29,10.22,0.77,0.13,0.1,0.73,0.1,0.17,KO/TKOWIN,KO/TKOLOSS,U-DECWIN,U-DECLOSS,38,1,34,12,7,U-DECWIN,WINNER-FIGHTER1
7/07/2012, USA,3,Cody McKenzie,Cody McKenzie,Switch,1987, United States,182,155,182,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,0,7.43,0.71,0.13,0.16,0.78,0.13,0.1,SUBWIN,SUBLOSS,SUBLOSS,SUBWIN,4,1,15,8,2,Chad Mendes,Chad Mendes,Orthodox,1985, United States,167,145,167,2.78,0.49,2.35,0.67,4.13,0.55,1,0.3,0.73,9.05,0.63,0.07,0.3,0.69,0.09,0.22,KO/TKOLOSS,U-DECWIN,U-DECWIN,U-DECWIN,7,0,11,1,6,KO/TKOLOSS,WINNER-FIGHTER2
7/07/2012, USA,3,Patrick Cote,Patrick Cote,Orthodox,1980, Canada,180,170,190,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,0.38,11.17,0.61,0.2,0.18,0.6,0.16,0.24,U-DECLOSS,SUBLOSS,KO/TKOLOSS,S-DECWIN,14,0,17,7,21,Cung Le,Cung Le,Southpaw,1972, Vietnam,177,185,177,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,0.35,10.46,0.93,0.07,0,0.4,0.41,0.19,KO/TKOLOSS,KO/TKOWIN,KO/TKOLOSS,KO/TKOWIN,9,1,7,2,8,U-DECLOSS,WINNER-FIGHTER2
7/07/2012, USA,3,Fabricio Camoes,Fabricio Camoes,Orthodox,1978, Brazil,177,155,180,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,0,8.34,0.65,0.24,0.11,0.62,0.17,0.21,SUBWIN,SUBLOSS,M-DECLOSS,SUBWIN,4,0,14,6,6,Melvin Guillard,Melvin Guillard,Orthodox,1983, United States,175,155,180,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,1.33,6.39,0.7,0.13,0.17,0.67,0.2,0.13,SUBLOSS,SUBLOSS,KO/TKOWIN,KO/TKOWIN,16,0,30,14,6,U-DECLOSS,WINNER-FIGHTER2
7/07/2012, USA,3,Forrest Griffin,Forrest Griffin,Orthodox,1979, United States,190,205,195,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,0.09,11.33,0.76,0.14,0.1,0.59,0.15,0.26,KO/TKOLOSS,U-DECWIN,S-DECWIN,KO/TKOLOSS,17,0,18,7,11,Tito Ortiz,Tito Ortiz,Orthodox,1975, United States,190,205,187,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,0.07,10.55,0.37,0.25,0.38,0.71,0.14,0.16,KO/TKOLOSS,KO/TKOLOSS,SUBWIN,U-DECLOSS,26,1,19,11,7,U-DECWIN,WINNER-FIGHTER1
7/07/2012, USA,3,Mike Easton,Mike Easton,Southpaw,1984, United States,167,135,177,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0,0.15,14.16,0.74,0.23,0.04,0.41,0.28,0.31,M-DECWIN,KO/TKOWIN,NA,NA,2,0,12,2,6,Ivan Menjivar,Ivan Menjivar,Orthodox,1982,United States,167,155,162,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1,0.29,10.15,0.69,0.18,0.13,0.57,0.24,0.19,SUBWIN,U-DECWIN,KO/TKOWIN,U-DECLOSS,6,0,24,8,5,U-DECWIN,WINNER-FIGHTER1
7/07/2012, USA,5,Chael Sonnen,Chael Sonnen,Southpaw,1977, United States,185,205,185,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,0,10.58,0.3,0.14,0.56,0.66,0.16,0.18,U-DECWIN,SUBWIN,SUBLOSS,U-DECWIN,15,1,28,12,6,Anderson Silva,Anderson Silva,Southpaw,1975, Brazil,187,185,195,3.04,0.62,1.98,0.61,0.52,0.77,0.69,0.8,1.06,10.36,0.66,0.16,0.18,0.56,0.21,0.23,KO/TKOWIN,KO/TKOWIN,SUBWIN,U-DECWIN,32,1,31,3,11,KO/TKOLOSS,WINNER-FIGHTER2
7/07/2012, USA,3,Dong Hyun Kim,Dong Hyun Kim,Southpaw,1981,South Korea,180,170,193,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,0.3,11.05,0.37,0.2,0.44,0.77,0.1,0.13,U-DECWIN,KO/TKOLOSS,U-DECWIN,U-DECWIN,8,0,15,1,7,Demian Maia,Demian Maia,Southpaw,1977, Brazil,185,170,182,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1,0.04,12.39,0.49,0.12,0.39,0.79,0.15,0.05,U-DECLOSS,U-DECWIN,U-DECLOSS,U-DECWIN,13,0,15,4,6,KO/TKOLOSS,WINNER-FIGHTER2
